220,98,97,153,46,0,2,0,0,0,0,1,33,0,11,4,15,8,15,9,9,0,0,0,3,19,74,89
87,179,246,134,53,4,3,0,0,0,0,0,37,0,13,3,12,4,12,9,12,1,0,5,4,26,58,98
94,101,229,292,98,3,2,0,0,0,0,0,32,0,6,4,10,2,6,2,2,0,0,1,0,14,53,49
67,86,229,271,142,10,10,1,1,0,0,0,18,0,12,1,7,3,11,6,14,0,0,5,3,22,33,48
63,46,84,390,208,7,9,0,0,0,0,1,23,0,9,2,6,2,6,2,5,0,0,0,1,11,19,27
57,34,75,390,279,57,23,0,0,0,0,0,33,0,6,0,2,2,5,1,0,0,0,0,0,2,22,12
37,25,51,347,208,61,199,0,0,0,0,0,30,0,7,1,3,1,1,1,2,0,0,0,2,4,14,6
44,33,143,174,77,33,198,7,42,9,4,2,143,0,22,3,11,4,7,4,4,3,1,1,1,8,8,14
33,27,103,299,76,5,43,1,20,4,2,4,297,0,30,2,12,3,17,1,4,2,0,0,0,4,4,7
23,19,84,168,26,3,10,0,8,4,11,27,475,0,32,2,19,5,23,4,34,1,0,0,0,6,5,11
10,11,19,116,15,0,3,0,1,1,8,14,658,0,65,14,22,4,18,4,4,0,0,0,1,1,7,4
16,7,19,61,4,1,1,0,1,0,2,10,634,3,94,21,62,5,17,18,4,0,0,0,0,5,10,5
8,7,7,44,5,0,1,0,0,0,2,4,488,2,185,20,59,4,27,7,3,0,0,0,0,1,4,5
3,9,7,16,0,0,1,0,0,0,1,0,336,79,270,42,146,22,37,19,1,0,1,0,0,1,5,4
6,0,7,14,2,0,0,0,0,0,0,0,210,2,335,84,180,29,69,28,8,0,0,1,0,4,11,7
9,5,3,7,0,0,0,0,1,0,0,0,98,1,211,160,270,53,118,29,14,0,0,1,1,1,12,6
4,2,3,6,0,0,0,0,0,0,0,0,38,0,70,43,322,77,178,43,13,0,0,1,2,3,9,1
2,3,2,2,1,0,0,0,1,0,0,0,27,0,52,29,253,227,261,88,21,0,0,0,1,7,17,6
4,2,1,8,0,0,0,0,0,0,0,0,9,0,19,13,109,67,363,154,41,0,0,1,2,3,7,3
2,1,4,6,0,1,0,0,0,0,0,0,7,0,4,9,48,35,214,320,92,1,0,0,1,5,20,10
9,2,4,3,1,0,0,0,0,0,0,0,6,0,7,2,19,18,106,347,387,1,0,4,3,8,58,15
9,6,16,5,2,0,7,2,1,0,3,1,10,0,3,4,10,6,42,185,326,12,5,19,36,74,122,94
17,7,5,6,1,0,0,0,0,0,1,0,3,0,10,2,7,1,43,153,151,0,26,81,83,99,212,92
12,8,1,6,1,0,1,0,0,0,0,0,2,0,2,1,15,3,49,72,91,0,1,98,136,183,259,59
29,11,6,7,1,0,0,0,0,0,0,0,3,0,2,0,10,2,27,32,33,0,0,13,217,211,308,88
41,23,12,29,6,0,1,0,0,0,0,0,3,0,5,2,10,2,17,26,25,0,0,7,32,183,355,113
67,39,56,32,13,0,1,0,0,0,0,0,8,0,7,2,8,3,22,20,12,0,1,3,32,151,381,142
102,55,49,45,5,0,1,1,1,0,0,0,5,0,8,2,18,4,24,21,10,0,0,4,22,101,308,214
