0,168,160,50,5,0,14,2,12,0,5,5,2,1,6,2,37,2,56,0,33,130,310
0,291,244,150,83,0,48,6,10,0,1,3,0,0,1,0,17,2,16,0,13,32,83
0,218,197,105,180,0,69,1,9,0,2,4,10,2,1,2,15,0,15,0,16,47,107
0,168,99,215,277,0,76,3,9,1,4,1,1,0,0,1,12,0,6,0,5,33,89
0,49,41,169,471,0,140,2,14,0,2,2,7,3,0,3,10,0,6,0,3,28,50
0,32,42,52,164,0,515,35,44,0,11,15,6,2,1,4,16,0,8,0,9,12,32
0,21,8,69,76,0,505,41,121,0,10,19,5,3,1,3,22,0,17,0,2,28,49
0,20,26,56,40,0,338,98,230,4,13,23,11,6,1,4,28,1,11,0,3,42,45
0,9,21,46,52,0,136,18,378,26,51,47,17,11,8,14,45,4,20,0,6,34,57
0,13,14,20,22,0,78,20,287,52,88,131,23,17,7,19,60,12,29,0,10,40,58
0,9,17,21,18,0,46,12,331,53,88,135,40,17,13,16,73,5,23,0,8,33,42
0,1,14,18,8,0,89,15,124,22,43,305,66,29,16,28,95,13,20,0,16,35,43
0,4,10,9,7,0,12,2,149,9,35,227,100,40,46,20,182,6,48,0,16,45,33
0,1,9,8,6,0,15,4,68,3,21,198,99,79,70,31,198,13,74,0,25,42,36
0,3,8,3,1,0,7,0,75,0,15,112,53,41,119,50,317,24,82,0,25,34,31
0,1,5,5,1,0,8,1,43,0,8,75,26,16,105,40,427,31,113,0,29,43,23
0,0,6,6,2,0,4,3,38,0,8,47,10,7,84,29,402,40,221,0,42,34,17
0,2,2,4,0,0,7,2,15,0,6,14,9,4,33,17,331,70,367,0,58,33,26
0,2,2,2,2,0,1,0,3,0,1,9,2,2,5,1,131,36,551,0,156,64,30
0,8,12,9,2,0,9,3,5,0,3,2,5,2,2,3,61,3,415,0,292,122,42
0,6,7,4,1,0,7,0,3,0,1,6,0,0,0,2,16,8,183,0,329,288,139
0,16,9,3,1,0,3,0,5,0,1,2,0,0,2,0,24,4,153,0,153,336,288
0,33,13,6,3,0,3,0,5,0,0,0,0,1,1,1,14,0,76,0,111,241,492
