65,26,89,52,48,21,31,1,15,12,8,5,16,7,8,10,3,2,21,36,3,6,44,46,37,48,32,55
84,68,183,111,84,44,29,2,6,11,10,7,19,2,2,4,2,2,17,18,5,4,39,58,36,48,44,61
73,41,196,133,113,60,53,3,18,12,6,6,24,4,3,8,6,2,17,8,3,4,43,46,22,37,17,42
46,62,136,136,148,74,62,0,15,24,13,4,22,13,6,8,16,9,14,10,13,2,20,25,27,55,20,20
40,21,85,95,130,98,87,8,17,11,11,5,14,7,1,4,1,1,7,13,6,2,14,15,15,17,11,17
41,29,50,101,156,184,146,19,57,38,21,15,13,9,8,4,4,0,5,4,2,3,9,17,22,21,7,15
18,23,35,95,92,116,325,19,106,34,14,8,11,4,2,13,2,2,5,6,2,1,2,20,14,7,3,21
34,25,18,23,45,64,241,37,202,99,52,24,24,19,6,18,7,5,3,8,5,1,6,2,6,9,8,9
20,3,18,20,23,29,94,6,295,149,125,39,66,46,6,10,5,4,12,5,4,4,2,3,3,3,3,3
15,12,11,8,24,24,56,2,225,138,189,94,80,33,13,6,9,6,11,11,5,2,5,0,4,7,5,5
13,7,10,7,19,13,17,0,68,115,243,101,141,49,80,20,13,12,14,16,17,2,3,6,1,7,3,3
7,9,13,7,8,15,13,2,37,73,159,171,209,94,37,19,23,6,23,18,11,1,8,7,2,12,9,7
7,3,12,7,5,12,9,3,21,44,64,73,122,88,39,29,25,4,31,20,6,4,15,13,4,3,3,2
9,2,3,1,6,5,4,0,22,28,47,119,192,214,92,79,54,27,35,15,11,2,6,6,4,7,6,4
4,0,12,8,7,7,5,0,17,23,55,58,116,113,148,99,115,36,63,33,18,1,20,14,7,11,6,4
6,0,5,2,6,8,8,2,10,36,32,32,79,85,109,104,163,74,78,73,16,3,17,13,9,13,10,7
4,2,7,7,3,5,9,0,12,4,23,16,50,49,71,95,213,94,117,93,47,2,32,23,3,8,9,2
6,2,7,4,3,2,2,2,6,9,15,15,36,40,50,55,160,142,181,120,56,2,20,34,7,10,11,3
5,0,4,4,2,3,5,1,5,4,3,9,17,21,27,36,94,87,293,167,78,4,48,44,6,14,11,8
4,2,4,2,4,1,3,1,1,9,11,6,10,7,9,14,54,60,242,248,134,7,56,56,13,20,14,8
8,1,2,4,1,1,1,0,2,3,2,2,12,12,13,11,37,42,178,226,232,2,65,65,31,31,16,0
12,10,3,9,7,3,4,1,13,10,3,4,11,5,15,12,17,19,39,106,217,3,224,82,65,57,33,16
10,6,3,4,2,4,3,1,0,3,9,0,3,2,4,2,7,5,20,121,109,1,258,187,97,75,40,24
9,5,8,3,4,1,1,1,5,0,13,0,6,5,1,4,11,3,13,53,62,1,170,245,149,138,52,37
24,14,18,5,9,3,3,0,1,2,3,1,2,5,4,2,4,7,17,62,36,2,93,172,173,179,94,65
29,8,29,12,19,11,7,0,1,4,4,0,3,5,2,3,4,1,16,40,20,1,88,185,145,163,94,75
52,35,56,15,14,13,7,2,3,9,12,4,6,5,7,7,14,8,17,18,13,3,43,81,90,161,190,115
65,105,47,22,17,12,11,0,6,4,7,6,8,4,4,1,7,2,7,10,14,2,24,44,58,74,111,191
