206,135,53,29,27,33,12,5,2,5,7,10,10,9,4,13,8,11,18,4,56,128,215
15,323,167,97,97,57,19,12,6,8,9,15,14,14,22,20,24,6,16,1,16,12,30
9,273,221,89,123,100,28,4,4,2,16,9,9,7,6,12,18,6,12,1,17,13,21
14,85,284,113,170,164,48,8,6,5,16,11,9,7,5,8,12,3,12,0,6,6,8
3,55,83,68,358,262,52,10,3,3,7,10,25,7,4,7,17,5,2,0,6,1,12
5,39,26,52,94,410,158,54,20,11,21,17,16,13,14,10,12,8,2,2,7,3,6
6,45,23,29,78,278,198,98,78,34,20,11,25,10,16,13,20,5,8,0,2,2,1
8,54,12,24,38,125,207,164,95,31,81,31,30,18,12,11,25,6,20,0,3,0,5
2,20,23,17,32,83,73,56,111,145,181,36,61,23,35,13,41,6,30,0,7,1,4
1,20,9,8,34,34,41,47,57,123,215,90,83,47,66,16,47,18,14,0,12,4,14
0,26,4,6,16,30,34,34,50,88,198,121,149,52,63,28,65,11,12,0,6,1,6
0,11,1,9,9,13,14,12,10,38,162,254,177,92,85,31,47,16,10,2,7,0,0
1,5,5,3,6,5,10,11,14,23,99,109,215,139,126,60,94,30,18,1,15,6,5
0,8,0,2,7,8,8,4,7,5,45,60,152,234,156,104,108,36,21,1,21,8,5
2,7,0,1,2,7,4,1,2,7,32,46,110,121,204,134,188,56,40,0,28,5,3
1,2,3,0,1,2,5,4,3,4,15,27,59,82,164,247,218,71,41,0,32,11,8
1,5,1,3,5,4,3,0,1,0,13,19,42,53,92,117,359,108,116,1,38,12,7
1,5,2,1,1,6,1,1,0,2,7,8,27,18,44,73,274,209,208,0,86,19,7
1,7,0,0,1,0,2,3,0,4,1,10,13,12,20,30,106,169,452,0,117,38,14
5,7,5,1,1,8,1,7,3,10,3,10,12,7,7,36,19,90,246,13,320,128,61
10,10,3,2,5,2,2,1,0,1,1,9,9,6,3,10,29,66,121,4,417,179,110
7,17,4,2,1,4,1,1,1,0,2,2,10,4,9,8,44,37,72,1,240,307,226
18,43,14,10,4,7,0,0,1,2,2,2,13,4,8,9,27,26,40,0,158,195,417
