58,73,71,75,34,46,53,3,25,5,6,9,14,13,7,15,11,3,27,20,28,0,35,31,32,35,82,99
83,123,141,122,58,34,51,6,16,12,7,10,15,1,3,10,6,1,28,5,10,1,25,33,23,26,60,90
58,99,150,156,51,61,78,5,27,17,6,8,18,7,9,7,9,7,23,3,11,1,14,23,16,15,41,80
37,85,141,126,118,69,65,4,19,21,11,7,12,6,7,13,11,13,20,12,18,2,16,17,15,68,25,42
25,44,78,150,88,74,139,9,30,11,7,7,12,5,9,7,1,1,15,6,5,2,15,20,8,7,23,42
39,32,53,121,136,172,184,40,53,29,18,9,7,14,4,10,3,3,8,0,7,0,8,11,7,8,8,16
20,17,25,81,85,121,391,50,52,35,9,6,7,4,8,1,17,1,3,2,8,0,4,18,2,5,8,20
32,18,17,21,35,55,255,61,192,93,38,18,20,20,10,19,8,9,11,11,7,4,8,1,7,8,12,10
17,3,6,19,15,24,105,21,323,206,68,34,36,25,10,33,5,4,13,7,10,0,3,1,1,1,8,2
13,7,13,24,16,22,56,5,246,160,76,137,84,24,31,19,14,5,17,11,3,1,0,0,2,2,4,8
9,7,12,47,15,7,23,6,72,106,134,136,158,55,96,29,18,12,18,16,2,1,3,3,0,2,4,9
5,8,9,15,3,12,21,6,49,61,101,226,171,89,65,44,25,25,21,8,9,1,2,3,3,1,8,9
4,11,14,11,4,13,18,3,46,56,82,123,151,92,87,63,39,24,55,13,10,0,7,12,2,2,9,8
6,2,5,10,1,3,4,3,13,25,31,129,144,187,156,80,62,41,41,24,12,0,6,3,0,1,8,3
4,5,8,5,2,5,5,0,12,24,25,69,77,91,168,146,87,55,76,31,25,0,10,7,4,4,8,5
2,1,6,1,2,5,11,2,9,18,17,31,40,63,104,134,129,96,99,36,30,0,13,6,5,2,12,12
4,4,10,3,0,3,3,1,9,3,8,21,18,33,67,112,155,124,128,54,54,1,18,15,3,2,9,7
3,6,3,2,2,1,1,4,5,8,13,20,16,30,38,69,116,200,213,88,85,0,16,19,4,4,12,6
2,7,3,1,1,1,4,0,2,5,3,6,4,19,14,38,71,121,273,95,99,2,26,25,5,4,14,15
3,2,0,5,1,2,3,2,2,4,1,6,4,7,10,12,44,71,200,158,174,2,47,30,10,7,28,10
6,1,2,3,1,0,3,0,2,2,3,4,10,11,8,17,31,54,154,134,345,5,84,59,21,9,22,9
36,8,2,8,3,4,4,1,14,6,5,5,7,6,9,12,10,29,32,88,247,14,268,72,47,27,25,11
4,6,2,4,1,4,5,2,2,3,2,0,1,1,1,2,8,11,23,86,141,5,309,153,65,35,55,69
7,5,20,4,3,1,2,0,3,0,0,0,1,15,2,7,9,7,16,26,96,34,172,270,116,78,71,35
21,12,16,6,3,4,5,1,5,2,1,5,3,4,1,4,5,10,15,30,71,3,108,181,132,126,149,77
24,22,25,9,15,10,6,0,3,2,2,3,4,3,3,6,7,6,23,20,32,1,68,141,98,107,143,106
37,46,36,17,16,12,12,2,2,7,4,10,4,8,5,10,9,11,20,23,32,1,31,75,78,125,212,155
51,84,48,24,22,16,13,2,6,6,2,7,14,8,3,6,3,3,11,16,23,0,32,51,57,92,135,265
