1,1,36,22,26,34,26,6,3,0,1,0,1,4,28,12,6,9,6,5,6,12,11,40,16,15,1,8,41,44,15,12,78,11,19,5,0
1,0,29,11,8,12,16,8,1,0,0,0,1,3,13,21,12,13,14,8,2,12,11,39,13,18,3,5,23,49,10,7,174,12,9,3,0
0,0,27,95,71,41,39,6,4,5,0,0,0,4,13,14,15,15,14,6,9,8,10,15,6,4,0,1,6,15,21,24,34,27,11,1,0
0,0,27,33,148,49,27,7,6,1,2,0,0,8,7,28,9,13,20,9,12,10,6,9,7,1,0,0,8,14,24,14,32,9,21,0,0
0,0,36,44,75,51,59,32,1,0,0,0,0,5,17,20,19,24,8,17,23,18,2,15,9,0,0,0,6,10,10,10,33,4,12,1,0
0,0,21,30,83,81,28,15,5,0,3,0,0,8,22,34,18,16,24,7,21,10,8,14,11,2,0,0,9,18,19,11,29,1,12,1,0
1,0,17,22,134,209,32,8,10,4,2,1,1,3,7,18,7,12,14,6,5,7,1,2,1,2,0,0,0,4,4,4,9,8,6,0,0
0,1,14,41,41,57,240,89,9,3,0,0,1,9,24,12,1,1,2,2,1,1,0,1,3,0,0,0,0,0,0,0,0,5,3,0,0
0,0,17,62,19,47,202,41,46,2,1,2,4,21,68,11,5,1,2,0,0,1,0,0,1,1,0,0,0,1,1,0,2,2,1,0,0
0,0,21,71,29,33,143,42,36,24,3,4,9,43,74,18,1,0,1,3,0,2,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0
0,0,23,75,41,47,117,29,13,2,12,6,7,37,93,32,3,2,2,1,1,1,0,1,0,0,0,0,0,0,1,3,6,5,1,0,0
0,0,15,51,30,38,120,26,13,5,1,15,16,65,132,14,5,0,6,1,1,0,0,0,0,0,0,0,1,0,0,0,4,0,2,0,0
0,0,10,42,20,31,103,24,5,2,2,5,35,57,164,33,8,2,6,0,0,1,2,0,0,0,0,0,1,0,0,0,3,1,4,0,0
0,0,16,27,18,16,64,14,2,0,0,0,6,62,244,56,9,1,7,1,1,4,0,0,0,0,0,0,1,1,3,3,5,0,0,0,0
0,0,13,17,27,14,7,6,2,0,2,0,1,21,44,153,68,52,40,13,16,13,8,5,2,3,0,0,2,5,5,1,5,7,9,0,0
0,0,14,10,8,6,7,2,1,0,0,0,0,7,99,137,119,60,17,13,19,8,7,8,1,0,0,0,1,8,4,1,2,0,1,1,0
0,0,9,14,13,13,9,1,4,0,0,0,1,12,64,88,71,48,46,21,29,6,10,13,3,2,0,0,3,7,6,1,5,2,3,0,0
0,0,15,4,12,4,17,2,1,0,0,0,1,5,52,61,98,87,49,35,29,18,19,22,4,1,0,0,2,10,3,2,3,1,4,0,0
1,0,3,14,11,7,7,2,1,0,0,0,0,1,33,50,78,83,61,45,67,14,19,28,7,0,0,0,2,8,3,1,7,2,6,0,0
1,0,8,6,1,3,5,1,1,0,1,0,1,2,18,26,48,54,67,73,88,35,38,34,20,2,0,0,2,4,5,6,5,2,3,1,0
0,0,1,10,5,2,4,2,0,0,0,0,0,1,16,13,28,40,63,56,105,40,46,66,16,2,0,1,5,13,4,4,8,4,6,0,0
0,0,3,1,4,4,4,2,0,0,0,0,0,0,8,5,19,8,26,28,157,31,97,103,28,6,0,1,7,5,5,1,4,1,3,0,0
0,0,4,7,4,1,1,0,1,0,0,0,0,1,2,5,7,12,18,11,221,15,47,103,44,6,0,1,7,8,10,5,13,6,1,0,0
0,0,13,6,6,6,6,2,0,0,0,1,0,1,8,14,9,5,11,20,57,137,39,56,74,11,1,1,1,32,15,9,13,4,3,0,0
0,0,16,17,4,6,6,2,0,0,1,0,0,4,13,4,9,11,13,18,23,232,36,24,5,2,1,0,8,59,17,7,17,5,1,0,0
0,0,5,5,11,4,4,1,1,0,1,0,2,1,3,2,5,10,7,10,11,48,43,66,151,46,1,11,18,22,19,12,20,4,10,6,1
0,0,5,6,2,5,1,0,0,0,0,0,0,0,2,2,4,4,3,6,2,11,13,61,42,93,44,63,79,32,19,16,20,7,9,8,2
0,0,10,22,6,3,7,1,0,1,2,2,0,0,4,3,3,3,6,2,5,8,3,7,47,55,5,2,219,42,16,25,18,21,13,0,0
0,0,4,7,13,14,10,4,0,2,0,0,0,1,3,3,8,5,9,18,20,109,75,34,15,4,0,6,34,44,45,20,27,8,18,1,0
0,0,3,5,5,14,8,0,2,1,0,0,0,1,6,7,4,8,3,24,16,160,89,24,10,2,2,9,15,25,46,15,33,8,16,0,0
0,0,9,10,13,8,7,4,2,0,0,0,0,2,1,2,4,4,5,16,21,104,78,14,4,0,0,5,7,39,108,25,55,3,11,0,0
0,0,5,12,7,12,8,3,1,0,0,0,0,2,2,5,3,3,3,9,13,89,54,19,8,1,1,7,12,40,101,56,60,9,16,0,0
0,0,17,9,23,9,12,2,2,0,0,0,1,1,2,6,4,2,4,10,14,47,38,17,7,1,0,7,8,40,100,83,77,5,12,0,1
0,0,19,17,63,24,11,4,3,1,0,0,2,1,3,5,2,7,6,3,5,21,5,20,8,6,0,1,18,35,71,36,106,18,40,0,0
1,0,20,29,19,8,4,5,1,0,0,1,0,3,4,13,5,2,4,3,12,8,20,6,5,7,2,1,11,12,32,53,64,97,107,0,2
0,0,21,21,23,33,20,5,2,3,3,3,0,1,16,13,11,6,9,6,12,11,11,44,26,33,6,21,41,31,28,15,27,6,26,25,2
2,1,31,21,18,22,16,3,1,8,2,1,4,2,31,24,12,15,10,11,6,14,11,39,21,26,3,5,33,34,16,25,40,17,23,10,3
