92,206,63,55,30,15,15,7,2,3,9,6,8,6,9,11,16,12,20,1,46,106,262
4,303,222,103,113,12,33,20,18,5,6,14,9,4,10,14,19,7,20,1,15,19,29
2,175,272,144,186,37,41,24,12,6,7,6,2,2,2,8,6,11,12,0,13,14,18
6,62,294,174,243,50,65,30,8,13,6,5,1,7,10,4,4,2,4,0,3,2,7
0,44,98,93,481,51,107,34,17,5,5,20,2,7,4,4,4,6,4,0,3,4,7
1,21,31,49,224,173,291,66,26,18,19,8,7,14,8,15,9,2,3,2,2,5,6
0,11,11,16,119,78,350,180,91,30,7,12,6,14,14,28,10,4,4,0,1,9,5
2,11,19,21,54,30,236,294,117,76,31,26,12,10,5,14,16,12,4,0,1,3,6
0,6,10,14,37,15,88,183,229,187,93,28,25,9,8,13,17,15,9,0,6,4,4
0,11,10,7,22,9,49,119,114,211,195,59,43,24,35,13,29,13,11,1,4,6,15
2,9,6,11,20,9,50,81,98,156,190,107,91,42,35,22,37,12,7,1,6,4,4
0,5,2,4,12,5,18,34,31,91,153,291,119,90,41,36,24,20,10,0,6,6,2
0,1,4,3,10,6,15,23,30,58,110,121,194,125,86,71,64,40,17,0,7,8,7
1,5,4,5,8,2,7,17,17,20,50,87,144,243,98,113,80,45,27,0,13,11,3
3,2,1,4,2,5,7,8,4,17,21,48,106,119,165,163,178,67,50,1,23,5,1
1,5,2,0,4,2,6,6,4,14,17,25,45,72,121,262,223,103,37,0,22,20,9
0,2,2,2,7,0,4,7,3,5,7,17,38,33,69,141,309,160,134,2,31,19,8
0,3,2,2,1,2,2,4,3,4,4,7,18,17,30,82,233,243,246,2,63,24,8
1,2,2,3,4,0,0,3,2,4,3,6,3,10,14,23,102,180,523,0,71,30,14
2,17,8,1,3,6,0,5,3,4,3,4,6,10,21,21,30,121,273,1,275,122,64
2,11,1,5,10,2,2,1,4,1,3,7,3,1,3,9,28,85,151,2,380,169,120
1,10,6,5,3,2,3,0,1,1,2,3,3,3,9,8,33,58,105,1,177,308,258
6,23,13,9,15,3,3,4,1,4,2,3,2,4,8,12,25,32,50,0,125,164,492
