147,121,97,36,14,47,7,8,2,6,3,1,16,6,1,5,9,12,21,0,103,143,195
3,226,212,122,52,92,5,3,0,12,17,9,24,9,20,10,30,5,51,1,70,17,10
1,237,112,106,19,120,8,3,0,8,7,2,27,6,13,4,38,3,128,0,92,49,17
2,119,93,212,29,212,8,10,1,12,10,1,14,8,11,0,32,3,116,0,57,20,30
1,73,20,91,185,355,31,16,7,8,12,0,21,4,8,2,11,5,66,0,61,13,10
2,16,13,38,50,527,88,45,9,30,22,7,26,12,14,5,29,3,37,0,19,6,2
0,10,6,7,10,373,124,103,38,50,28,8,47,2,22,1,29,19,103,0,16,3,1
2,9,3,11,2,133,119,138,100,92,61,4,75,9,41,5,36,16,116,0,20,4,4
0,7,7,4,0,96,21,76,105,133,161,14,93,15,59,6,54,12,110,0,23,1,3
0,6,0,1,0,34,15,61,33,96,242,34,131,33,80,7,60,15,105,0,35,11,1
0,3,1,2,0,21,7,30,13,53,284,61,200,33,89,11,58,19,69,0,35,11,0
0,2,0,4,0,18,6,9,5,15,181,174,222,43,104,32,46,28,72,1,36,2,0
0,1,0,4,0,3,3,2,2,23,104,38,250,100,173,51,77,28,73,0,55,10,3
0,0,1,0,0,10,1,4,0,3,66,35,179,141,197,85,80,43,67,0,71,15,2
0,0,0,1,0,2,2,0,2,1,19,14,101,51,276,115,107,99,104,0,87,19,0
0,1,0,0,1,3,0,1,0,3,8,10,54,40,181,202,181,96,112,0,87,19,1
0,2,0,2,0,4,0,0,0,4,8,3,38,11,98,94,199,186,196,0,118,36,1
0,0,0,1,0,3,0,1,0,1,2,3,18,7,32,55,104,229,342,0,151,49,2
0,3,2,0,0,1,0,0,0,2,0,3,8,1,20,18,57,110,540,0,212,23,0
4,4,5,1,0,13,1,4,3,3,9,4,12,1,4,12,21,62,257,11,435,83,51
1,6,1,1,2,3,0,1,1,0,0,1,7,1,1,8,23,8,226,0,574,110,25
1,7,2,5,0,5,0,0,0,1,0,0,1,2,4,10,21,9,117,0,498,231,86
0,18,4,1,0,7,0,2,1,0,2,0,2,1,2,9,16,5,73,0,394,245,218
