62,216,64,65,13,9,10,7,4,5,15,10,16,11,6,14,22,16,22,0,14,99,300
1,340,206,125,102,5,13,11,14,18,10,10,16,11,10,6,15,7,17,0,3,14,46
2,278,249,164,130,4,21,7,11,20,15,6,11,9,0,9,13,6,2,0,1,15,27
0,141,237,252,214,5,32,4,20,28,13,8,5,10,4,2,6,1,1,0,1,6,10
1,89,81,134,514,11,52,14,13,23,14,8,10,4,4,7,6,3,2,0,0,4,6
4,40,46,58,291,49,256,49,45,34,28,9,14,20,8,13,11,6,2,1,0,4,12
0,31,32,76,135,12,284,60,112,98,46,22,30,23,11,5,6,2,3,0,0,7,5
1,23,19,46,47,8,177,101,274,109,71,35,36,15,3,13,9,2,4,0,1,1,5
1,11,18,21,38,2,58,29,293,211,142,52,51,21,12,8,11,7,3,0,2,3,6
0,22,9,8,12,2,35,25,97,251,235,77,72,54,29,15,23,11,6,0,3,4,10
0,14,10,12,14,1,17,21,98,160,237,108,150,50,47,14,23,8,5,0,2,3,6
0,7,4,6,3,2,5,15,28,84,132,266,226,111,47,30,14,9,2,0,0,3,6
1,5,4,6,6,1,5,3,29,64,108,106,258,148,100,60,43,24,16,0,1,0,12
0,7,4,7,0,1,6,4,23,23,67,72,176,233,146,91,72,35,14,0,0,9,10
2,1,4,0,2,4,2,3,5,20,25,53,107,127,227,161,141,59,36,0,3,10,8
0,6,1,1,1,2,1,5,4,11,23,24,67,81,155,285,197,67,31,0,5,13,20
0,4,3,2,3,1,1,1,2,4,14,22,55,50,109,151,287,148,111,1,1,20,10
0,5,2,1,1,1,3,1,4,3,11,9,22,23,54,86,225,262,235,0,7,24,21
0,7,2,3,1,0,1,1,3,0,10,7,16,13,14,34,98,203,507,0,10,50,20
0,10,7,3,4,7,0,8,11,1,11,6,10,24,10,12,55,116,284,9,88,223,101
1,16,1,5,8,1,2,2,2,2,6,9,13,3,7,6,13,87,161,0,163,323,169
0,31,6,4,6,0,1,0,3,5,3,2,6,5,12,6,45,42,84,0,21,371,347
3,38,14,5,15,2,1,0,2,9,4,4,10,3,12,9,43,26,48,0,12,189,551
