191,77,47,77,60,45,36,3,32,11,18,14,6,16,7,4,8,5,10,4,17,0,6,16,20,35,38,78
93,206,173,85,79,40,27,3,29,9,8,20,14,3,8,5,6,4,10,4,11,1,5,22,19,35,24,57
115,79,145,155,129,112,58,5,27,7,19,8,8,2,6,2,2,2,5,5,7,0,0,7,5,27,24,39
51,61,93,183,170,142,81,4,38,9,6,8,9,3,7,5,4,3,4,8,14,0,3,16,6,30,19,23
52,30,37,155,223,141,105,7,50,8,10,5,4,6,4,2,5,1,3,2,4,0,1,7,3,11,7,20
54,19,23,55,194,251,255,5,67,11,10,13,8,4,1,2,0,2,3,2,1,0,0,3,4,4,5,4
25,12,4,34,62,167,510,14,101,10,10,16,6,1,7,2,0,0,1,1,1,0,0,3,2,5,1,5
40,5,16,8,19,51,241,84,343,42,37,31,15,15,6,7,3,5,3,3,1,2,0,4,2,2,7,8
10,7,0,17,12,32,100,10,473,82,118,47,13,35,5,6,7,3,5,0,3,0,0,1,2,6,2,4
9,2,2,5,11,26,37,9,246,105,303,103,72,28,7,5,4,4,5,2,3,2,0,1,0,4,3,2
6,3,1,2,8,14,31,7,74,51,350,226,93,47,30,16,4,7,6,6,2,0,0,0,1,6,5,4
15,2,2,3,7,7,11,2,37,32,169,253,236,66,51,39,22,5,10,6,10,0,1,1,3,2,7,1
10,3,1,8,2,5,8,2,21,17,115,167,237,77,111,35,24,8,18,3,4,0,0,0,3,5,1,4
8,2,0,2,2,0,4,2,14,24,43,77,187,293,164,68,41,19,21,14,3,0,1,1,3,1,5,1
6,1,1,2,4,3,2,0,5,7,16,64,101,102,249,118,91,32,45,11,10,0,1,0,3,5,5,4
6,4,0,0,0,0,5,2,7,4,8,26,47,84,165,215,146,46,66,21,17,0,2,4,3,3,5,2
9,1,0,0,2,0,0,0,7,3,4,9,20,34,97,100,223,127,143,55,34,0,3,4,3,2,6,2
5,0,0,1,1,0,0,0,5,5,1,6,16,27,46,58,153,258,157,91,36,0,4,4,6,8,7,1
3,0,0,2,2,2,3,0,4,2,5,8,8,19,36,36,87,142,290,198,122,0,4,10,3,6,2,6
8,1,1,0,1,1,0,1,2,0,1,1,2,7,8,25,40,61,161,238,244,2,5,18,4,7,9,6
8,1,0,1,3,0,2,0,0,0,1,5,4,5,8,8,13,14,76,198,563,1,20,33,8,13,7,8
4,4,2,4,5,0,1,2,3,4,3,4,6,2,1,7,8,9,29,78,331,34,125,148,54,51,20,61
11,3,5,3,1,1,1,1,0,1,4,2,4,6,6,3,2,5,41,55,157,3,204,255,106,64,29,27
15,5,2,5,0,3,1,0,2,0,1,0,3,1,4,1,7,5,16,25,122,0,30,283,263,99,80,27
18,13,2,8,6,3,2,1,0,0,2,2,2,5,1,2,4,4,11,13,44,0,20,128,391,160,87,71
33,23,4,10,12,7,8,2,4,5,0,0,1,4,2,3,3,2,10,10,39,0,18,101,133,239,136,104
80,39,21,23,20,10,10,1,5,2,0,6,4,1,7,1,6,3,8,15,26,0,7,82,124,177,178,144
120,56,26,33,19,8,8,5,12,1,0,2,2,3,5,4,3,0,10,14,26,0,10,64,121,140,137,171
