112,67,59,82,35,56,65,4,29,14,12,14,6,13,18,14,11,14,23,21,21,3,36,39,39,49,55,89
132,112,90,119,66,54,59,3,15,25,9,14,9,6,2,3,4,8,18,16,12,2,17,21,21,27,50,86
82,78,99,153,72,75,98,9,34,25,6,19,11,9,13,9,8,6,13,9,10,1,12,19,20,13,32,65
51,76,116,132,110,78,67,7,23,20,13,12,5,9,11,16,11,22,14,13,21,1,14,9,16,68,19,46
49,51,67,152,141,121,158,20,30,24,16,14,11,5,12,8,1,2,12,7,5,2,13,17,8,12,14,28
42,19,22,90,119,184,156,38,45,42,10,12,1,12,2,3,4,3,5,2,5,1,6,7,7,8,7,24
34,18,16,60,83,137,409,57,53,28,6,13,5,8,7,0,2,1,2,1,3,0,2,6,5,16,10,18
37,19,13,20,49,88,223,62,184,78,31,25,31,28,10,18,12,7,10,7,5,2,7,1,4,9,9,11
21,1,6,13,14,70,104,28,282,155,154,45,20,24,13,7,4,10,3,5,5,0,3,1,2,2,3,5
13,11,13,7,15,28,133,10,213,131,102,154,32,32,23,16,4,5,13,4,10,1,1,3,2,3,7,14
8,10,9,10,14,17,38,3,73,153,145,180,97,61,91,15,16,11,19,3,5,4,2,0,1,3,9,3
5,5,7,10,4,17,20,11,53,91,105,230,112,112,84,41,21,18,18,6,9,2,2,2,3,2,4,6
7,6,9,9,7,18,16,2,47,64,89,151,121,117,111,59,41,35,37,15,9,0,6,9,3,3,5,4
5,5,3,1,1,5,11,3,16,98,41,65,168,208,133,55,48,50,32,12,19,0,4,4,0,6,3,4
3,0,6,6,2,5,0,2,19,31,32,61,69,92,172,101,67,54,50,28,12,0,8,7,0,6,3,6
4,3,3,2,2,3,5,2,12,23,29,40,38,77,139,112,94,96,82,42,22,1,8,9,3,3,9,7
7,5,5,4,0,2,3,1,10,8,21,27,22,53,109,126,140,144,141,70,40,1,14,10,1,6,8,5
3,4,1,2,3,4,0,0,2,9,13,19,10,21,53,77,82,178,160,89,57,2,18,6,2,3,4,4
4,2,4,2,2,3,6,1,2,3,3,14,11,27,32,41,82,156,286,145,103,7,20,21,5,6,9,3
2,0,1,4,2,1,1,1,1,1,3,8,5,9,22,20,37,64,185,157,158,1,36,22,9,6,11,4
4,1,4,4,0,0,1,1,3,7,5,9,5,12,14,14,29,51,140,153,319,3,82,39,15,7,17,4
35,5,3,7,1,5,5,1,15,2,1,10,10,8,14,13,10,27,35,104,216,19,239,100,50,27,23,15
4,6,4,3,2,6,6,2,4,5,2,1,0,5,0,1,7,21,23,85,128,45,288,169,83,41,33,26
11,3,18,5,3,3,4,0,2,3,0,2,1,6,4,2,4,11,20,34,104,37,130,269,144,97,45,38
25,9,13,11,5,2,3,0,1,2,2,3,2,3,6,3,12,11,20,23,55,6,97,143,127,142,94,69
44,19,23,10,21,18,9,4,4,3,5,8,1,3,2,5,14,15,18,19,35,1,87,136,119,141,138,98
50,38,41,22,20,14,9,2,7,7,7,8,4,4,10,10,11,19,14,30,25,8,35,65,104,142,166,128
69,60,42,18,19,19,17,4,8,9,4,4,6,6,5,7,7,8,11,20,20,0,29,44,65,104,133,262
