620,31,25,24,16,23,10,10,2,5,5,4,5,5,1,4,2,4,5,52,49,55,43
257,185,113,90,109,73,19,9,6,4,10,10,7,1,6,2,17,5,11,48,12,3,3
110,209,115,106,203,141,21,5,5,5,8,1,4,2,2,3,11,5,5,20,8,2,9
99,70,177,92,217,257,24,9,2,4,14,2,2,7,1,2,2,2,2,10,2,2,1
49,28,62,49,357,358,32,11,6,5,7,3,6,2,1,0,4,3,1,10,3,2,1
43,22,11,38,106,501,108,55,18,17,12,12,8,7,8,4,8,3,1,12,4,0,2
33,25,10,30,82,383,153,89,88,26,15,2,18,8,5,1,18,1,3,9,1,0,0
31,22,8,19,90,199,176,187,114,36,40,9,15,15,3,3,13,2,1,13,1,0,3
16,15,13,24,95,85,94,129,152,109,127,25,33,11,12,6,27,1,3,17,3,1,2
23,10,0,18,54,67,60,97,82,134,179,66,51,25,49,8,31,6,4,31,4,1,0
11,16,3,9,32,66,60,52,83,101,220,82,107,37,33,8,47,7,3,20,1,0,2
14,10,1,7,25,31,35,34,23,63,140,256,163,66,52,17,29,5,3,24,1,0,1
14,6,2,6,20,14,25,20,26,35,116,106,208,105,85,40,79,16,14,51,6,1,5
10,6,2,3,8,14,15,12,13,24,87,50,149,187,129,56,96,33,22,72,5,1,6
14,7,0,4,3,11,6,12,7,13,35,45,129,91,152,111,210,45,23,69,11,0,2
19,4,0,2,4,6,7,8,5,8,20,21,67,58,131,219,225,56,25,94,10,3,8
16,6,0,3,3,11,4,5,2,4,16,15,50,30,74,94,369,84,73,121,13,1,6
14,4,0,3,5,10,3,5,2,6,6,6,33,11,35,51,246,142,138,250,23,4,3
24,3,1,0,5,2,2,3,1,8,0,0,10,7,5,14,85,116,303,357,27,22,5
50,2,1,0,4,1,1,5,3,5,1,3,4,8,5,15,14,28,47,665,93,36,9
81,10,0,1,5,5,1,0,1,2,2,2,2,1,4,1,16,13,52,350,301,87,63
188,4,0,1,4,7,2,2,2,0,2,1,1,2,1,4,24,10,10,304,132,235,64
315,11,2,19,14,5,1,5,1,2,3,0,4,1,2,3,12,12,10,201,85,97,195
