3,285,120,11,3,0,0,0,1,14,13,23,13,1,0,8,12,32,28,0,0,6,427
0,359,384,16,7,1,1,1,5,7,33,3,18,5,11,13,14,9,23,0,0,0,90
0,380,486,7,8,0,0,0,0,4,29,0,10,5,5,7,6,4,5,0,0,1,43
0,209,635,39,17,0,0,0,0,4,39,0,19,3,1,4,3,5,1,0,0,0,21
0,157,529,37,185,0,0,0,0,2,39,0,19,3,2,3,2,4,1,0,0,1,16
1,142,362,31,143,4,25,4,9,23,136,3,48,17,5,8,4,9,3,0,0,2,21
0,159,308,5,32,0,10,4,36,21,284,1,83,12,11,7,6,3,4,0,0,0,14
0,106,147,1,11,0,0,4,26,71,458,3,114,17,14,8,5,3,5,0,0,0,7
0,66,78,2,3,0,0,2,12,52,572,2,133,22,15,11,6,3,7,0,0,0,14
0,47,35,0,2,0,0,0,1,59,547,4,135,56,44,19,8,10,11,0,0,1,21
0,38,36,2,3,0,1,1,1,14,494,6,248,52,43,22,15,9,6,0,0,0,9
0,16,5,0,1,1,0,2,1,4,322,81,284,98,107,32,14,18,3,0,0,0,11
0,15,9,0,0,0,0,0,0,4,210,9,353,138,108,53,34,28,21,0,0,2,16
0,21,12,1,0,0,0,0,0,4,100,2,211,249,174,84,71,34,21,0,0,1,15
0,9,8,1,0,0,0,0,0,5,37,2,124,120,253,161,157,64,41,0,0,3,15
0,7,4,0,1,1,2,0,0,0,32,1,70,66,174,299,177,95,39,0,0,1,31
0,7,8,0,1,0,0,0,0,1,21,0,38,54,100,147,287,185,120,1,0,1,29
0,7,8,0,0,0,0,1,0,2,12,2,29,22,62,67,196,283,265,0,0,1,43
0,11,5,1,0,0,0,0,1,2,7,0,10,7,19,34,65,224,549,0,0,4,61
0,22,38,1,2,6,1,3,5,4,18,0,9,5,6,8,48,117,419,4,0,20,264
1,20,6,1,6,0,0,2,0,1,6,0,8,1,10,15,14,114,225,1,3,43,523
0,29,9,1,1,0,0,0,1,0,4,0,4,2,9,11,26,43,162,0,0,35,663
1,44,18,1,1,0,1,0,4,2,10,0,7,3,12,8,15,26,67,0,0,8,772
