46,188,193,95,18,8,6,25,4,4,10,11,4,3,6,1,5,1,3,4,4,36,9,20,9,15,93,47
34,247,334,137,16,13,16,15,5,2,5,5,5,0,3,1,0,0,0,1,3,13,5,14,11,9,59,47
35,194,366,170,23,21,28,28,8,3,5,5,6,1,3,2,0,0,0,0,1,5,5,3,12,12,42,22
27,139,362,116,60,33,36,33,11,5,3,6,4,6,4,8,2,6,1,2,3,18,5,6,11,47,24,22
33,108,211,192,54,46,46,72,6,4,12,6,7,3,3,0,1,0,2,1,2,14,4,2,1,4,22,23
32,69,165,182,84,107,86,157,24,4,16,9,8,3,2,1,0,0,0,1,0,7,4,5,4,9,5,16
21,57,101,90,45,99,262,231,15,9,11,8,3,1,3,1,0,0,0,0,1,22,2,3,2,0,7,6
25,52,69,15,25,43,98,348,92,72,36,21,12,11,5,11,6,8,3,3,0,7,5,2,4,6,8,13
19,67,68,33,16,30,21,269,132,154,86,42,20,11,4,2,4,2,3,2,0,7,1,1,0,1,3,2
15,92,65,33,9,25,18,188,69,152,127,85,39,21,16,9,5,0,3,4,2,6,0,5,1,0,3,8
8,66,69,31,6,16,11,62,50,122,148,174,112,24,28,14,8,2,5,6,17,10,1,2,2,0,5,1
11,52,66,27,9,14,8,52,35,43,132,209,154,53,52,19,12,9,12,3,3,9,4,1,2,1,4,4
7,67,109,19,8,7,9,27,24,22,85,125,118,52,66,25,25,7,12,15,5,25,1,1,1,2,3,3
7,53,48,10,3,9,1,28,80,23,55,89,194,120,115,51,22,17,13,29,9,11,2,0,0,2,7,2
11,48,66,16,5,0,3,12,15,20,54,81,88,80,177,90,74,25,35,21,7,43,5,4,3,4,10,3
9,56,76,16,2,5,6,13,8,10,24,52,49,45,112,82,109,63,53,23,14,47,2,6,2,3,12,4
5,74,106,18,2,1,1,10,4,6,14,29,36,28,57,70,136,65,58,30,33,50,6,1,3,2,26,3
8,59,57,16,4,0,1,7,7,7,18,29,31,26,59,58,135,99,125,86,44,72,16,8,3,4,14,7
5,62,90,16,0,1,3,4,4,3,9,5,18,15,25,29,68,55,154,81,46,114,12,7,3,4,30,4
4,43,61,5,2,3,2,2,1,1,2,11,8,7,16,19,47,41,108,120,88,182,20,10,3,6,27,10
16,26,25,10,3,2,0,6,1,2,9,5,11,7,6,12,25,32,54,93,164,395,25,20,10,11,21,9
8,28,14,10,2,5,1,7,5,9,10,6,7,5,6,6,6,7,8,36,34,610,77,36,18,15,10,14
23,93,26,7,2,2,2,5,1,0,4,2,0,0,4,3,3,5,6,12,26,450,88,116,45,26,36,13
11,20,22,9,4,1,1,3,1,2,1,2,4,0,1,3,1,0,3,8,8,333,94,192,89,71,82,34
25,51,57,15,6,8,1,4,2,1,5,4,3,3,1,4,2,3,6,11,11,187,60,85,83,114,175,73
17,78,108,32,12,2,1,5,3,2,1,4,3,1,1,0,2,1,4,3,4,80,28,61,54,67,239,77
36,145,168,16,6,5,3,12,3,6,7,5,6,4,3,5,2,2,1,5,7,68,25,40,72,98,170,80
51,192,153,28,10,10,9,4,2,3,7,8,3,0,3,2,1,2,5,1,3,52,20,33,45,77,120,156
