22,177,60,55,22,5,15,10,10,6,11,9,13,9,14,21,13,13,21,5,63,153,273
2,324,212,95,97,5,37,16,31,6,9,8,6,4,5,22,15,9,23,1,11,17,45
3,187,282,121,119,10,82,33,23,8,14,3,4,7,4,12,5,9,14,0,9,17,34
1,111,288,147,171,12,109,52,25,9,2,4,0,4,4,4,9,7,12,1,3,8,17
1,66,111,95,458,17,94,39,21,6,6,17,2,5,7,6,9,11,3,0,3,5,18
2,31,39,55,220,72,334,82,43,16,19,7,4,9,11,19,4,7,6,1,0,5,14
0,12,24,46,139,9,307,169,139,37,30,7,10,5,4,35,7,4,4,1,0,0,11
0,15,14,18,63,4,235,174,218,88,55,19,22,14,7,18,12,9,4,0,2,1,8
0,9,30,16,23,2,92,111,326,118,126,32,18,23,11,19,11,10,8,0,5,0,10
0,11,8,6,19,1,63,98,161,168,166,64,38,55,45,28,17,13,7,0,3,9,20
0,5,10,7,14,1,71,71,164,122,193,81,66,46,37,42,19,26,12,1,4,2,6
0,6,5,8,7,0,30,30,64,74,165,267,98,64,54,67,20,14,13,0,5,2,7
0,3,6,6,6,2,25,21,67,68,106,96,146,125,91,107,52,38,21,0,3,5,6
0,8,3,2,5,0,14,19,32,26,71,83,86,189,131,148,68,62,29,1,8,6,9
0,3,4,1,3,3,13,11,21,35,30,55,69,92,177,207,133,77,41,0,11,6,8
1,0,5,1,1,1,10,15,13,16,18,25,26,54,136,359,139,86,50,0,19,13,12
0,2,3,2,4,0,9,6,12,4,15,25,20,28,86,232,248,151,99,1,28,13,12
2,2,0,5,0,1,9,6,12,7,7,19,13,18,36,132,176,253,203,2,62,18,17
0,4,0,3,2,0,2,6,6,5,2,7,10,5,9,45,85,232,440,1,82,29,25
1,9,4,1,3,0,1,6,3,3,4,4,7,11,16,32,19,103,263,0,316,124,70
1,6,3,3,4,2,3,2,5,1,3,7,3,1,5,7,19,106,131,2,375,156,155
2,13,2,3,1,1,4,2,3,2,3,2,3,1,4,15,22,68,105,0,217,232,295
3,26,17,6,13,2,4,8,1,3,5,1,3,0,6,16,12,36,56,0,151,143,488
