605,32,23,27,18,23,9,8,3,6,3,4,6,6,2,4,0,4,3,67,55,45,47
241,131,144,126,116,46,20,12,7,5,11,5,7,5,6,4,21,2,9,57,15,5,5
122,116,177,141,179,101,20,15,5,6,17,1,5,4,0,2,9,2,13,25,27,7,6
104,28,204,130,178,218,41,10,13,7,15,1,9,2,1,0,7,1,1,16,9,2,3
42,16,52,62,334,333,67,17,13,8,11,1,10,3,0,1,6,2,3,13,4,0,2
44,13,12,37,116,452,144,48,16,24,17,11,12,8,6,5,7,2,5,13,4,2,2
19,2,9,44,59,289,270,110,59,30,26,4,19,3,4,4,17,0,6,19,6,1,0
22,5,8,31,67,143,187,186,102,83,39,7,30,14,5,1,26,2,9,19,6,0,8
14,1,6,29,71,82,77,84,146,210,100,28,36,14,8,1,42,2,12,22,8,1,6
18,4,5,11,43,41,49,72,79,231,146,56,65,35,32,3,46,4,12,36,10,0,2
13,4,2,7,26,41,41,33,54,192,206,65,133,36,26,10,56,8,10,30,5,2,0
7,2,0,11,10,20,15,21,19,114,161,214,180,70,30,13,53,10,12,27,10,0,1
9,1,1,6,13,4,11,12,23,94,103,85,237,112,63,33,89,14,14,59,14,1,2
6,4,0,2,8,8,7,8,10,42,66,51,169,213,97,57,98,27,25,83,13,2,4
11,2,0,1,3,4,4,4,4,18,23,34,130,119,152,118,205,33,28,88,15,2,2
14,2,1,0,2,3,3,8,4,12,21,20,62,80,95,228,224,51,31,120,8,2,9
8,2,0,4,3,5,3,2,1,7,10,12,46,36,49,89,360,73,109,155,17,4,5
8,0,1,1,4,1,1,4,2,5,3,3,29,12,29,45,218,127,158,320,23,5,1
20,1,1,0,2,1,1,1,1,10,1,3,7,10,2,13,73,96,311,405,28,9,4
54,2,1,2,2,0,2,4,6,6,3,4,3,6,6,12,9,31,45,682,84,27,9
78,0,1,2,5,2,2,0,0,4,0,1,2,3,0,3,12,0,49,369,310,126,31
165,1,2,1,2,6,1,0,1,0,0,1,2,4,0,5,18,4,17,367,161,150,92
296,3,12,7,5,5,0,1,1,2,2,0,4,3,1,3,14,3,10,227,123,102,176
