173,82,86,76,18,43,15,145,2,3,7,16,20,9,17,6,6,2,8,10,10,73,38,14,23,7,38,53
98,178,272,64,18,28,21,68,4,2,0,10,31,3,10,7,9,4,5,3,10,42,17,18,7,19,17,35
62,74,273,130,41,77,19,145,1,1,2,15,26,1,11,2,1,0,4,2,5,27,10,6,12,7,21,25
78,32,112,174,105,145,77,50,11,4,6,8,14,2,8,8,7,0,3,7,10,52,14,10,8,35,11,9
56,15,108,149,139,157,54,199,2,1,4,5,11,2,9,6,3,0,2,3,4,21,11,3,5,6,11,14
64,9,49,68,101,216,116,280,12,1,7,11,12,3,7,2,1,1,1,2,1,15,2,6,2,3,4,4
33,5,18,28,20,120,290,389,15,8,2,19,10,1,9,4,0,1,3,2,0,12,1,3,2,3,1,1
28,6,13,5,5,41,84,504,146,20,18,37,15,16,8,5,4,3,2,3,1,21,2,2,2,1,4,4
10,3,12,3,1,9,23,461,158,77,71,56,28,24,14,6,3,0,5,4,9,11,8,0,1,1,0,2
10,1,11,3,1,14,14,207,166,137,149,147,51,16,19,10,5,1,1,1,3,24,2,2,1,1,1,2
2,4,6,1,0,5,7,124,49,62,169,278,132,33,45,12,12,3,3,4,5,29,4,3,0,2,3,3
10,1,5,4,1,4,4,73,16,15,83,271,222,62,94,34,36,3,2,10,6,21,7,4,2,2,3,5
3,2,3,5,0,7,5,53,7,8,53,173,290,60,196,52,20,3,14,7,5,25,0,0,2,1,3,3
2,1,3,0,0,0,6,18,9,7,22,81,195,275,187,80,34,16,14,18,2,21,6,0,0,1,2,0
3,2,3,2,0,2,1,13,2,2,4,52,130,68,334,150,90,29,25,22,12,35,12,0,4,1,2,0
7,3,1,1,0,0,0,18,2,2,3,25,52,43,199,253,156,54,49,34,26,45,16,2,4,3,0,2
4,1,2,0,0,0,0,8,4,0,1,9,26,18,101,150,283,101,98,75,52,36,25,1,3,0,2,0
5,1,0,0,0,0,3,7,2,1,0,8,17,16,64,74,169,218,142,102,90,42,23,3,5,1,5,2
1,1,1,2,0,1,1,5,1,1,2,5,16,8,46,39,86,75,205,222,168,57,41,5,7,0,3,1
0,0,1,1,0,0,0,8,0,0,0,3,12,4,14,20,46,27,108,249,333,92,65,9,3,0,3,2
5,1,0,0,1,1,4,2,0,0,0,5,1,3,10,6,13,12,38,153,470,167,74,27,4,3,0,0
8,2,2,4,1,0,2,0,3,3,2,2,2,2,4,5,3,14,15,54,225,306,236,60,22,12,2,9
12,1,5,2,1,0,0,5,0,0,1,4,1,5,3,2,2,1,10,50,164,119,390,137,37,18,14,16
12,6,3,5,0,2,0,2,2,0,1,1,1,0,9,3,3,2,9,44,112,87,213,208,196,20,41,18
29,10,6,7,1,2,9,8,0,0,0,3,0,0,5,0,7,2,9,21,38,70,137,104,328,91,64,49
41,26,13,11,2,10,3,25,0,0,1,4,5,2,6,2,1,2,8,17,41,71,140,106,156,116,121,70
53,30,28,15,3,4,1,13,0,0,0,1,8,0,6,0,1,0,7,10,16,36,74,48,76,44,108,77
33,21,31,12,0,1,1,10,0,0,0,1,3,0,1,0,3,0,3,2,5,34,39,11,25,13,48,44
